Rk,Player,G,RushingAtt,RushingYds,RushingAvg,RushingTD,ReceivingRec,ReceivingYds,ReceivingAvg,ReceivingTD,ScrimmagePlays,ScrimmageYds,ScrimmageAvg,ScrimmageTD,Season
10,Nick Raich,10.0,11.0,29.0,2.6,,1.0,-16.0,-16.0,0.0,12,13,1.1,0,1954
11,Sherrill Sipes,10.0,10.0,28.0,2.8,,2.0,38.0,19.0,1.0,12,66,5.5,1,1954
12,Jack Witucki,10.0,9.0,39.0,4.3,,1.0,10.0,10.0,0.0,10,49,4.9,0,1954
13,Frank Pinn,10.0,5.0,15.0,3.0,,,,,,5,15,3.0,0,1954
14,John Gaffney,10.0,2.0,3.0,1.5,,,,,,2,3,1.5,0,1954
15,Jim Milota,10.0,1.0,4.0,4.0,,,,,,1,4,4.0,0,1954
16,John McDonnell,10.0,1.0,1.0,1.0,,,,,,1,1,1.0,0,1954
17,Paul Matz,10.0,,,,,16.0,224.0,14.0,1.0,16,224,14.0,1,1954
18,Dan Shannon,10.0,,,,,11.0,215.0,19.5,3.0,11,215,19.5,3,1954
19,Bob Scannell,10.0,,,,,5.0,63.0,12.6,0.0,5,63,12.6,0,1954
20,Gene Kapish,10.0,,,,,4.0,79.0,19.8,1.0,4,79,19.8,1,1954
21,Jim Munro,10.0,,,,,3.0,32.0,10.7,2.0,3,32,10.7,2,1954
22,Pete Noznesky,10.0,,,,,1.0,11.0,11.0,0.0,1,11,11.0,0,1954
23,Don George,10.0,,,,,1.0,1.0,1.0,0.0,1,1,1.0,0,1954
24,Dick Szymanski,10.0,,,,,1.0,1.0,1.0,0.0,1,1,1.0,0,1954
1,Don Schaefer,10.0,145.0,638.0,4.4,,6.0,36.0,6.0,2.0,151,674,4.5,2,1955
2,Paul Hornung,10.0,92.0,472.0,5.1,,,,,,92,472,5.1,0,1955
3,Jim Morse,10.0,92.0,400.0,4.3,,17.0,424.0,24.9,3.0,109,824,7.6,3,1955
4,Dean Studer,10.0,88.0,439.0,5.0,,2.0,32.0,16.0,0.0,90,471,5.2,0,1955
5,Aubrey Lewis,10.0,56.0,222.0,4.0,,1.0,32.0,32.0,1.0,57,254,4.5,1,1955
6,Dick Fitzgerald,10.0,45.0,218.0,4.8,,2.0,12.0,6.0,0.0,47,230,4.9,0,1955
7,Dick Lynch,10.0,24.0,121.0,5.0,,,,,,24,121,5.0,0,1955
8,Bob Ward,10.0,21.0,111.0,5.3,,,,,,21,111,5.3,0,1955
9,Larry Cooke,10.0,18.0,60.0,3.3,,,,,,18,60,3.3,0,1955
10,Sherrill Sipes,10.0,8.0,20.0,2.5,,,,,,8,20,2.5,0,1955
11,Paul Reynolds,10.0,5.0,14.0,2.8,,,,,,5,14,2.8,0,1955
12,Dick Wilkins,10.0,4.0,2.0,0.5,,,,,,4,2,0.5,0,1955
13,Chuck Lima,10.0,2.0,6.0,3.0,,,,,,2,6,3.0,0,1955
14,John McDonnell,10.0,1.0,4.0,4.0,,,,,,1,4,4.0,0,1955
15,Gene Kapish,10.0,,,,,11.0,142.0,12.9,3.0,11,142,12.9,3,1955
