G,Season,Standardized_Date,Date,Day,Time,School,Standardized_School,Location,Opponent,Standardized_Opponent,Conf,Result,Pts,Opp,W,L,T,Streak,Notes
7,1969,1969-11-01,"Nov 1, 1969",Sat,,(10) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,47,0,5,1,1.0,W 2,
8,1969,1969-11-08,"Nov 8, 1969",Sat,,(8) Notre Dame, Notre Dame,Away,Pitt,Pitt,Ind,W,49,7,6,1,1.0,W 3,
9,1969,1969-11-15,"Nov 15, 1969",Sat,,(9) Notre Dame, Notre Dame,Away,Georgia Tech,Georgia Tech,Ind,W,38,20,7,1,1.0,W 4,
10,1969,1969-11-22,"Nov 22, 1969",Sat,,(8) Notre Dame, Notre Dame,Home,Air Force,Air Force,Ind,W,13,6,8,1,1.0,W 5,
11,1969,1970-01-01,"Jan 1, 1970",Thu,,(9) Notre Dame, Notre Dame,Neutral,(1) Texas, Texas,SWC,L,17,21,8,2,1.0,L 1,"Cotton Bowl (Cotton Bowl (Dallas, TX))"
1,1970,1970-09-19,"Sep 19, 1970",Sat,,(6) Notre Dame, Notre Dame,Away,Northwestern,Northwestern,Big Ten,W,35,14,1,0,0.0,W 1,
2,1970,1970-09-26,"Sep 26, 1970",Sat,,(6) Notre Dame, Notre Dame,Home,Purdue,Purdue,Big Ten,W,48,0,2,0,0.0,W 2,
3,1970,1970-10-03,"Oct 3, 1970",Sat,,(4) Notre Dame, Notre Dame,Away,Michigan State,Michigan State,Big Ten,W,29,0,3,0,0.0,W 3,
4,1970,1970-10-10,"Oct 10, 1970",Sat,,(3) Notre Dame, Notre Dame,Home,Army,Army,Ind,W,51,10,4,0,0.0,W 4,
5,1970,1970-10-17,"Oct 17, 1970",Sat,,(3) Notre Dame, Notre Dame,Away,(18) Missouri, Missouri,Big 8,W,24,7,5,0,0.0,W 5,
6,1970,1970-10-31,"Oct 31, 1970",Sat,,(3) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,56,7,6,0,0.0,W 6,"Philadelphia, PA"
7,1970,1970-11-07,"Nov 7, 1970",Sat,,(2) Notre Dame, Notre Dame,Home,Pitt,Pitt,Ind,W,46,14,7,0,0.0,W 7,
8,1970,1970-11-14,"Nov 14, 1970",Sat,,(1) Notre Dame, Notre Dame,Home,Georgia Tech,Georgia Tech,Ind,W,10,7,8,0,0.0,W 8,
9,1970,1970-11-21,"Nov 21, 1970",Sat,,(2) Notre Dame, Notre Dame,Home,(7) LSU, LSU,SEC,W,3,0,9,0,0.0,W 9,
10,1970,1970-11-28,"Nov 28, 1970",Sat,,(4) Notre Dame, Notre Dame,Away,USC,USC,Pac-8,L,28,38,9,1,0.0,L 1,
11,1970,1971-01-01,"Jan 1, 1971",Fri,,(6) Notre Dame, Notre Dame,Neutral,(1) Texas, Texas,SWC,W,24,11,10,1,0.0,W 1,"Cotton Bowl (Cotton Bowl (Dallas, TX))"
1,1971,1971-09-18,"Sep 18, 1971",Sat,,(2) Notre Dame, Notre Dame,Home,Northwestern,Northwestern,Big Ten,W,50,7,1,0,0.0,W 1,
2,1971,1971-09-25,"Sep 25, 1971",Sat,,(2) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,W,8,7,2,0,0.0,W 2,
3,1971,1971-10-02,"Oct 2, 1971",Sat,,(4) Notre Dame, Notre Dame,Home,Michigan State,Michigan State,Big Ten,W,14,2,3,0,0.0,W 3,
4,1971,1971-10-09,"Oct 9, 1971",Sat,,(7) Notre Dame, Notre Dame,Away,Miami (FL),Miami FL,Ind,W,17,0,4,0,0.0,W 4,
5,1971,1971-10-16,"Oct 16, 1971",Sat,,(7) Notre Dame, Notre Dame,Home,North Carolina,North Carolina,ACC,W,16,0,5,0,0.0,W 5,
6,1971,1971-10-23,"Oct 23, 1971",Sat,,(6) Notre Dame, Notre Dame,Home,USC,USC,Pac-8,L,14,28,5,1,0.0,L 1,
7,1971,1971-10-30,"Oct 30, 1971",Sat,,(12) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,21,0,6,1,0.0,W 1,
8,1971,1971-11-06,"Nov 6, 1971",Sat,,(8) Notre Dame, Notre Dame,Away,Pitt,Pitt,Ind,W,56,7,7,1,0.0,W 2,
9,1971,1971-11-13,"Nov 13, 1971",Sat,,(8) Notre Dame, Notre Dame,Home,Tulane,Tulane,Ind,W,21,7,8,1,0.0,W 3,
10,1971,1971-11-20,"Nov 20, 1971",Sat,,(7) Notre Dame, Notre Dame,Away,(14) LSU, LSU,SEC,L,8,28,8,2,0.0,L 1,
1,1972,1972-09-23,"Sep 23, 1972",Sat,,(13) Notre Dame, Notre Dame,Away,Northwestern,Northwestern,Big Ten,W,37,0,1,0,0.0,W 1,
2,1972,1972-09-30,"Sep 30, 1972",Sat,,(10) Notre Dame, Notre Dame,Home,Purdue,Purdue,Big Ten,W,35,14,2,0,0.0,W 2,
3,1972,1972-10-07,"Oct 7, 1972",Sat,,(7) Notre Dame, Notre Dame,Away,Michigan State,Michigan State,Big Ten,W,16,0,3,0,0.0,W 3,
4,1972,1972-10-14,"Oct 14, 1972",Sat,,(7) Notre Dame, Notre Dame,Home,Pitt,Pitt,Ind,W,42,16,4,0,0.0,W 4,
5,1972,1972-10-21,"Oct 21, 1972",Sat,,(8) Notre Dame, Notre Dame,Home,Missouri,Missouri,Big 8,L,26,30,4,1,0.0,L 1,
6,1972,1972-10-28,"Oct 28, 1972",Sat,,(13) Notre Dame, Notre Dame,Home,Texas Christian,Texas Christian,SWC,W,21,0,5,1,0.0,W 1,
7,1972,1972-11-04,"Nov 4, 1972",Sat,,(12) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,42,23,6,1,0.0,W 2,"Philadelphia, PA"
8,1972,1972-11-11,"Nov 11, 1972",Sat,,(12) Notre Dame, Notre Dame,Away,Air Force,Air Force,Ind,W,21,7,7,1,0.0,W 3,
9,1972,1972-11-18,"Nov 18, 1972",Sat,,(10) Notre Dame, Notre Dame,Home,Miami (FL),Miami FL,Ind,W,20,17,8,1,0.0,W 4,
10,1972,1972-12-02,"Dec 2, 1972",Sat,,(10) Notre Dame, Notre Dame,Away,(1) USC, USC,Pac-8,L,23,45,8,2,0.0,L 1,
11,1972,1973-01-01,"Jan 1, 1973",Mon,,(12) Notre Dame, Notre Dame,Neutral,(9) Nebraska, Nebraska,Big 8,L,6,40,8,3,0.0,L 2,"Orange Bowl (Orange Bowl (Miami, FL))"
1,1973,1973-09-22,"Sep 22, 1973",Sat,,(8) Notre Dame, Notre Dame,Home,Northwestern,Northwestern,Big Ten,W,44,0,1,0,0.0,W 1,
2,1973,1973-09-29,"Sep 29, 1973",Sat,,(7) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,W,20,7,2,0,0.0,W 2,
3,1973,1973-10-06,"Oct 6, 1973",Sat,,(8) Notre Dame, Notre Dame,Home,Michigan State,Michigan State,Big Ten,W,14,10,3,0,0.0,W 3,
4,1973,1973-10-13,"Oct 13, 1973",Sat,,(9) Notre Dame, Notre Dame,Away,Rice,Rice,SWC,W,28,0,4,0,0.0,W 4,
5,1973,1973-10-20,"Oct 20, 1973",Sat,,(8) Notre Dame, Notre Dame,Away,Army,Army,Ind,W,62,3,5,0,0.0,W 5,
6,1973,1973-10-27,"Oct 27, 1973",Sat,,(8) Notre Dame, Notre Dame,Home,(6) USC, USC,Pac-8,W,23,14,6,0,0.0,W 6,
7,1973,1973-11-03,"Nov 3, 1973",Sat,,(5) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,44,7,7,0,0.0,W 7,
8,1973,1973-11-10,"Nov 10, 1973",Sat,,(5) Notre Dame, Notre Dame,Away,(20) Pitt, Pitt,Ind,W,31,10,8,0,0.0,W 8,
9,1973,1973-11-22,"Nov 22, 1973",Thu,,(5) Notre Dame, Notre Dame,Home,Air Force,Air Force,Ind,W,48,15,9,0,0.0,W 9,
10,1973,1973-12-01,"Dec 1, 1973",Sat,,(5) Notre Dame, Notre Dame,Away,Miami (FL),Miami FL,Ind,W,44,0,10,0,0.0,W 10,
11,1973,1973-12-31,"Dec 31, 1973",Mon,,(3) Notre Dame, Notre Dame,Neutral,(1) Alabama, Alabama,SEC,W,24,23,11,0,0.0,W 11,"Sugar Bowl (Sugar Bowl (New Orleans, LA))"
1,1974,1974-09-09,"Sep 9, 1974",Mon,,(3) Notre Dame, Notre Dame,Away,Georgia Tech,Georgia Tech,Ind,W,31,7,1,0,0.0,W 1,
2,1974,1974-09-21,"Sep 21, 1974",Sat,,(1) Notre Dame, Notre Dame,Away,Northwestern,Northwestern,Big Ten,W,49,3,2,0,0.0,W 2,
3,1974,1974-09-28,"Sep 28, 1974",Sat,,(2) Notre Dame, Notre Dame,Home,Purdue,Purdue,Big Ten,L,20,31,2,1,0.0,L 1,
4,1974,1974-10-05,"Oct 5, 1974",Sat,,(7) Notre Dame, Notre Dame,Away,Michigan State,Michigan State,Big Ten,W,19,14,3,1,0.0,W 1,
5,1974,1974-10-12,"Oct 12, 1974",Sat,,(6) Notre Dame, Notre Dame,Home,Rice,Rice,SWC,W,10,3,4,1,0.0,W 2,
6,1974,1974-10-19,"Oct 19, 1974",Sat,,(7) Notre Dame, Notre Dame,Home,Army,Army,Ind,W,48,0,5,1,0.0,W 3,
7,1974,1974-10-26,"Oct 26, 1974",Sat,,(7) Notre Dame, Notre Dame,Home,Miami (FL),Miami FL,Ind,W,38,7,6,1,0.0,W 4,
8,1974,1974-11-02,"Nov 2, 1974",Sat,,(7) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,14,6,7,1,0.0,W 5,"Philadelphia, PA"
9,1974,1974-11-16,"Nov 16, 1974",Sat,,(5) Notre Dame, Notre Dame,Home,(17) Pitt, Pitt,Ind,W,14,10,8,1,0.0,W 6,
10,1974,1974-11-23,"Nov 23, 1974",Sat,,(5) Notre Dame, Notre Dame,Home,Air Force,Air Force,Ind,W,38,0,9,1,0.0,W 7,
11,1974,1974-11-30,"Nov 30, 1974",Sat,,(5) Notre Dame, Notre Dame,Away,(6) USC, USC,Pac-8,L,24,55,9,2,0.0,L 1,
12,1974,1975-01-01,"Jan 1, 1975",Wed,,(9) Notre Dame, Notre Dame,Neutral,(2) Alabama, Alabama,SEC,W,13,11,10,2,0.0,W 1,"Orange Bowl (Orange Bowl (Miami, FL))"
1,1975,1975-09-15,"Sep 15, 1975",Mon,,(9) Notre Dame, Notre Dame,Away,Boston College,Boston College,Ind,W,17,3,1,0,0.0,W 1,"Foxboro, MA"
2,1975,1975-09-20,"Sep 20, 1975",Sat,,(9) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,W,17,0,2,0,0.0,W 2,
3,1975,1975-09-27,"Sep 27, 1975",Sat,,(7) Notre Dame, Notre Dame,Home,Northwestern,Northwestern,Big Ten,W,31,7,3,0,0.0,W 3,
4,1975,1975-10-04,"Oct 4, 1975",Sat,,(8) Notre Dame, Notre Dame,Home,Michigan State,Michigan State,Big Ten,L,3,10,3,1,0.0,L 1,
5,1975,1975-10-11,"Oct 11, 1975",Sat,,(15) Notre Dame, Notre Dame,Away,North Carolina,North Carolina,ACC,W,21,14,4,1,0.0,W 1,
6,1975,1975-10-18,"Oct 18, 1975",Sat,,(15) Notre Dame, Notre Dame,Away,Air Force,Air Force,Ind,W,31,30,5,1,0.0,W 2,
7,1975,1975-10-25,"Oct 25, 1975",Sat,,(14) Notre Dame, Notre Dame,Home,(3) USC, USC,Pac-8,L,17,24,5,2,0.0,L 1,
8,1975,1975-11-01,"Nov 1, 1975",Sat,,(15) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,31,10,6,2,0.0,W 1,
9,1975,1975-11-08,"Nov 8, 1975",Sat,,(12) Notre Dame, Notre Dame,Home,Georgia Tech,Georgia Tech,Ind,W,24,3,7,2,0.0,W 2,
10,1975,1975-11-15,"Nov 15, 1975",Sat,,(9) Notre Dame, Notre Dame,Away,Pitt,Pitt,Ind,L,20,34,7,3,0.0,L 1,
11,1975,1975-11-22,"Nov 22, 1975",Sat,,Notre Dame,Notre Dame,Away,Miami (FL),Miami FL,Ind,W,32,9,8,3,0.0,W 1,
1,1976,1976-09-11,"Sep 11, 1976",Sat,,(11) Notre Dame, Notre Dame,Home,(9) Pitt, Pitt,Ind,L,10,31,0,1,0.0,L 1,
2,1976,1976-09-18,"Sep 18, 1976",Sat,,Notre Dame,Notre Dame,Home,Purdue,Purdue,Big Ten,W,23,0,1,1,0.0,W 1,
3,1976,1976-09-25,"Sep 25, 1976",Sat,,Notre Dame,Notre Dame,Away,Northwestern,Northwestern,Big Ten,W,48,0,2,1,0.0,W 2,
4,1976,1976-10-02,"Oct 2, 1976",Sat,,(18) Notre Dame, Notre Dame,Away,Michigan State,Michigan State,Big Ten,W,24,6,3,1,0.0,W 3,
5,1976,1976-10-16,"Oct 16, 1976",Sat,,(14) Notre Dame, Notre Dame,Home,Oregon,Oregon,Pac-8,W,41,0,4,1,0.0,W 4,
6,1976,1976-10-23,"Oct 23, 1976",Sat,,(12) Notre Dame, Notre Dame,Away,(19) South Carolina, South Carolina,Ind,W,13,6,5,1,0.0,W 5,
7,1976,1976-10-30,"Oct 30, 1976",Sat,,(11) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,27,21,6,1,0.0,W 6,"Cleveland, OH"
8,1976,1976-11-06,"Nov 6, 1976",Sat,,(11) Notre Dame, Notre Dame,Away,Georgia Tech,Georgia Tech,Ind,L,14,23,6,2,0.0,L 1,
9,1976,1976-11-13,"Nov 13, 1976",Sat,,(18) Notre Dame, Notre Dame,Home,(10) Alabama, Alabama,SEC,W,21,18,7,2,0.0,W 1,
10,1976,1976-11-20,"Nov 20, 1976",Sat,,(13) Notre Dame, Notre Dame,Home,Miami (FL),Miami FL,Ind,W,40,27,8,2,0.0,W 2,
11,1976,1976-11-27,"Nov 27, 1976",Sat,,(13) Notre Dame, Notre Dame,Away,(3) USC, USC,Pac-8,L,13,17,8,3,0.0,L 1,
12,1976,1976-12-27,"Dec 27, 1976",Mon,,(15) Notre Dame, Notre Dame,Neutral,(20) Penn State, Penn State,Ind,W,20,9,9,3,0.0,W 1,"Gator Bowl (Gator Bowl (Jacksonville, FL))"
1,1977,1977-09-10,"Sep 10, 1977",Sat,,(3) Notre Dame, Notre Dame,Away,(7) Pitt, Pitt,Ind,W,19,9,1,0,0.0,W 1,
2,1977,1977-09-17,"Sep 17, 1977",Sat,,(3) Notre Dame, Notre Dame,Away,Ole Miss,Ole Miss,SEC,L,13,20,1,1,0.0,L 1,"Jackson, MS"
3,1977,1977-09-24,"Sep 24, 1977",Sat,,(11) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,W,31,24,2,1,0.0,W 1,
4,1977,1977-10-01,"Oct 1, 1977",Sat,,(14) Notre Dame, Notre Dame,Home,Michigan State,Michigan State,Big Ten,W,16,6,3,1,0.0,W 2,
5,1977,1977-10-15,"Oct 15, 1977",Sat,,(11) Notre Dame, Notre Dame,Away,Army,Army,Ind,W,24,0,4,1,0.0,W 3,"East Rutherford, NJ"
6,1977,1977-10-22,"Oct 22, 1977",Sat,,(11) Notre Dame, Notre Dame,Home,(5) USC, USC,Pac-8,W,49,19,5,1,0.0,W 4,
7,1977,1977-10-29,"Oct 29, 1977",Sat,,(5) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,43,10,6,1,0.0,W 5,
8,1977,1977-11-05,"Nov 5, 1977",Sat,,(5) Notre Dame, Notre Dame,Home,Georgia Tech,Georgia Tech,Ind,W,69,14,7,1,0.0,W 6,
9,1977,1977-11-12,"Nov 12, 1977",Sat,,(5) Notre Dame, Notre Dame,Away,(15) Clemson, Clemson,ACC,W,21,17,8,1,0.0,W 7,
10,1977,1977-11-19,"Nov 19, 1977",Sat,,(6) Notre Dame, Notre Dame,Home,Air Force,Air Force,Ind,W,49,0,9,1,0.0,W 8,
11,1977,1977-12-03,"Dec 3, 1977",Sat,,(5) Notre Dame, Notre Dame,Away,Miami (FL),Miami FL,Ind,W,48,10,10,1,0.0,W 9,
12,1977,1978-01-02,"Jan 2, 1978",Mon,,(5) Notre Dame, Notre Dame,Neutral,(1) Texas, Texas,SWC,W,38,10,11,1,0.0,W 10,"Cotton Bowl (Cotton Bowl (Dallas, TX))"
1,1978,1978-09-09,"Sep 9, 1978",Sat,,(5) Notre Dame, Notre Dame,Home,Missouri,Missouri,Big 8,L,0,3,0,1,0.0,L 1,
2,1978,1978-09-23,"Sep 23, 1978",Sat,,(14) Notre Dame, Notre Dame,Home,(5) Michigan, Michigan,Big Ten,L,14,28,0,2,0.0,L 2,
3,1978,1978-09-30,"Sep 30, 1978",Sat,,Notre Dame,Notre Dame,Home,Purdue,Purdue,Big Ten,W,10,6,1,2,0.0,W 1,
4,1978,1978-10-07,"Oct 7, 1978",Sat,,Notre Dame,Notre Dame,Away,Michigan State,Michigan State,Big Ten,W,29,25,2,2,0.0,W 2,
5,1978,1978-10-14,"Oct 14, 1978",Sat,,Notre Dame,Notre Dame,Home,(9) Pitt, Pitt,Ind,W,26,17,3,2,0.0,W 3,
6,1978,1978-10-21,"Oct 21, 1978",Sat,,(20) Notre Dame, Notre Dame,Away,Air Force,Air Force,Ind,W,38,15,4,2,0.0,W 4,
7,1978,1978-10-28,"Oct 28, 1978",Sat,,(19) Notre Dame, Notre Dame,Home,Miami (FL),Miami FL,Ind,W,20,0,5,2,0.0,W 5,
8,1978,1978-11-04,"Nov 4, 1978",Sat,,(15) Notre Dame, Notre Dame,Neutral,(11) Navy, Navy,Ind,W,27,7,6,2,0.0,W 6,"Cleveland, OH"
9,1978,1978-11-11,"Nov 11, 1978",Sat,,(14) Notre Dame, Notre Dame,Home,Tennessee,Tennessee,SEC,W,31,14,7,2,0.0,W 7,
10,1978,1978-11-18,"Nov 18, 1978",Sat,,(10) Notre Dame, Notre Dame,Away,(20) Georgia Tech, Georgia Tech,Ind,W,38,21,8,2,0.0,W 8,
11,1978,1978-11-25,"Nov 25, 1978",Sat,,(8) Notre Dame, Notre Dame,Away,(3) USC, USC,Pac-10,L,25,27,8,3,0.0,L 1,
12,1978,1979-01-01,"Jan 1, 1979",Mon,,(10) Notre Dame, Notre Dame,Neutral,(9) Houston, Houston,SWC,W,35,34,9,3,0.0,W 1,"Cotton Bowl (Cotton Bowl (Dallas, TX))"
1,1979,1979-09-15,"Sep 15, 1979",Sat,,(9) Notre Dame, Notre Dame,Away,(6) Michigan, Michigan,Big Ten,W,12,10,1,0,0.0,W 1,
2,1979,1979-09-22,"Sep 22, 1979",Sat,,(5) Notre Dame, Notre Dame,Away,(17) Purdue, Purdue,Big Ten,L,22,28,1,1,0.0,L 1,
3,1979,1979-09-29,"Sep 29, 1979",Sat,,(15) Notre Dame, Notre Dame,Home,(7) Michigan State, Michigan State,Big Ten,W,27,3,2,1,0.0,W 1,
4,1979,1979-10-06,"Oct 6, 1979",Sat,,(10) Notre Dame, Notre Dame,Home,Georgia Tech,Georgia Tech,Ind,W,21,13,3,1,0.0,W 2,
5,1979,1979-10-13,"Oct 13, 1979",Sat,,(10) Notre Dame, Notre Dame,Away,Air Force,Air Force,Ind,W,38,13,4,1,0.0,W 3,
6,1979,1979-10-20,"Oct 20, 1979",Sat,,(9) Notre Dame, Notre Dame,Home,(4) USC, USC,Pac-10,L,23,42,4,2,0.0,L 1,
7,1979,1979-10-27,"Oct 27, 1979",Sat,,(14) Notre Dame, Notre Dame,Home,South Carolina,South Carolina,Ind,W,18,17,5,2,0.0,W 1,
8,1979,1979-11-03,"Nov 3, 1979",Sat,,(13) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,14,0,6,2,0.0,W 2,
9,1979,1979-11-10,"Nov 10, 1979",Sat,,(13) Notre Dame, Notre Dame,Away,Tennessee,Tennessee,SEC,L,18,40,6,3,0.0,L 1,
10,1979,1979-11-17,"Nov 17, 1979",Sat,,Notre Dame,Notre Dame,Home,(14) Clemson, Clemson,ACC,L,10,16,6,4,0.0,L 2,
11,1979,1979-11-24,"Nov 24, 1979",Sat,,Notre Dame,Notre Dame,Neutral,Miami (FL),Miami FL,Ind,W,40,15,7,4,0.0,W 1,"Mirage Bowl (Tokyo, Japan)"
1,1980,1980-09-06,"Sep 6, 1980",Sat,,(11) Notre Dame, Notre Dame,Home,(9) Purdue, Purdue,Big Ten,W,31,10,1,0,0.0,W 1,
2,1980,1980-09-20,"Sep 20, 1980",Sat,,(8) Notre Dame, Notre Dame,Home,(14) Michigan, Michigan,Big Ten,W,29,27,2,0,0.0,W 2,
3,1980,1980-10-04,"Oct 4, 1980",Sat,,(7) Notre Dame, Notre Dame,Away,Michigan State,Michigan State,Big Ten,W,26,21,3,0,0.0,W 3,
4,1980,1980-10-11,"Oct 11, 1980",Sat,,(7) Notre Dame, Notre Dame,Home,(13) Miami (FL), Miami FL,Ind,W,32,14,4,0,0.0,W 4,
5,1980,1980-10-18,"Oct 18, 1980",Sat,,(5) Notre Dame, Notre Dame,Home,Army,Army,Ind,W,30,3,5,0,0.0,W 5,
6,1980,1980-10-25,"Oct 25, 1980",Sat,,(4) Notre Dame, Notre Dame,Away,Arizona,Arizona,Pac-10,W,20,3,6,0,0.0,W 6,
7,1980,1980-11-01,"Nov 1, 1980",Sat,,(3) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,33,0,7,0,0.0,W 7,"East Rutherford, NJ"
8,1980,1980-11-08,"Nov 8, 1980",Sat,,(1) Notre Dame, Notre Dame,Away,Georgia Tech,Georgia Tech,Ind,T,3,3,7,0,1.0,T 1,
9,1980,1980-11-15,"Nov 15, 1980",Sat,,(6) Notre Dame, Notre Dame,Away,(5) Alabama, Alabama,SEC,W,7,0,8,0,1.0,W 1,"Birmingham, AL"
10,1980,1980-11-22,"Nov 22, 1980",Sat,,(2) Notre Dame, Notre Dame,Home,Air Force,Air Force,WAC,W,24,10,9,0,1.0,W 2,
11,1980,1980-12-06,"Dec 6, 1980",Sat,,(2) Notre Dame, Notre Dame,Away,(17) USC, USC,Pac-10,L,3,20,9,1,1.0,L 1,
12,1980,1981-01-01,"Jan 1, 1981",Thu,,(7) Notre Dame, Notre Dame,Neutral,(1) Georgia, Georgia,SEC,L,10,17,9,2,1.0,L 2,"Sugar Bowl (Sugar Bowl (New Orleans, LA))"
1,1981,1981-09-12,"Sep 12, 1981",Sat,,(4) Notre Dame, Notre Dame,Home,LSU,LSU,SEC,W,27,9,1,0,0.0,W 1,
2,1981,1981-09-19,"Sep 19, 1981",Sat,,(1) Notre Dame, Notre Dame,Away,(11) Michigan, Michigan,Big Ten,L,7,25,1,1,0.0,L 1,
3,1981,1981-09-26,"Sep 26, 1981",Sat,,(13) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,L,14,15,1,2,0.0,L 2,
4,1981,1981-10-03,"Oct 3, 1981",Sat,,Notre Dame,Notre Dame,Home,Michigan State,Michigan State,Big Ten,W,20,7,2,2,0.0,W 1,
5,1981,1981-10-10,"Oct 10, 1981",Sat,,Notre Dame,Notre Dame,Home,(20) Florida State, Florida State,Ind,L,13,19,2,3,0.0,L 1,
6,1981,1981-10-24,"Oct 24, 1981",Sat,,Notre Dame,Notre Dame,Home,(5) USC, USC,Pac-10,L,7,14,2,4,0.0,L 2,
7,1981,1981-10-31,"Oct 31, 1981",Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,Ind,W,38,0,3,4,0.0,W 1,
8,1981,1981-11-07,"Nov 7, 1981",Sat,,Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,Ind,W,35,3,4,4,0.0,W 2,
9,1981,1981-11-14,"Nov 14, 1981",Sat,,Notre Dame,Notre Dame,Away,Air Force,Air Force,WAC,W,35,7,5,4,0.0,W 3,
10,1981,1981-11-21,"Nov 21, 1981",Sat,,Notre Dame,Notre Dame,Away,(13) Penn State, Penn State,Ind,L,21,24,5,5,0.0,L 1,
11,1981,1981-11-27,"Nov 27, 1981",Fri,,Notre Dame,Notre Dame,Away,(9) Miami (FL), Miami FL,Ind,L,15,37,5,6,0.0,L 2,
1,1982,1982-09-18,"Sep 18, 1982",Sat,,(20) Notre Dame, Notre Dame,Home,(10) Michigan, Michigan,Big Ten,W,23,17,1,0,0.0,W 1,
2,1982,1982-09-25,"Sep 25, 1982",Sat,,(10) Notre Dame, Notre Dame,Home,Purdue,Purdue,Big Ten,W,28,14,2,0,0.0,W 2,
3,1982,1982-10-02,"Oct 2, 1982",Sat,,(11) Notre Dame, Notre Dame,Away,Michigan State,Michigan State,Big Ten,W,11,3,3,0,0.0,W 3,
4,1982,1982-10-09,"Oct 9, 1982",Sat,,(10) Notre Dame, Notre Dame,Home,(17) Miami (FL), Miami FL,Ind,W,16,14,4,0,0.0,W 4,
5,1982,1982-10-16,"Oct 16, 1982",Sat,,(9) Notre Dame, Notre Dame,Home,Arizona,Arizona,Pac-10,L,13,16,4,1,0.0,L 1,
6,1982,1982-10-23,"Oct 23, 1982",Sat,,(15) Notre Dame, Notre Dame,Away,Oregon,Oregon,Pac-10,T,13,13,4,1,1.0,T 1,
7,1982,1982-10-30,"Oct 30, 1982",Sat,,Notre Dame,Notre Dame,Neutral,Navy,Navy,Ind,W,27,10,5,1,1.0,W 1,"East Rutherford, NJ"
8,1982,1982-11-06,"Nov 6, 1982",Sat,,Notre Dame,Notre Dame,Away,(1) Pitt, Pitt,Ind,W,31,16,6,1,1.0,W 2,
9,1982,1982-11-13,"Nov 13, 1982",Sat,,(13) Notre Dame, Notre Dame,Home,(5) Penn State, Penn State,Ind,L,14,24,6,2,1.0,L 1,
10,1982,1982-11-20,"Nov 20, 1982",Sat,,(18) Notre Dame, Notre Dame,Away,Air Force,Air Force,WAC,L,17,30,6,3,1.0,L 2,
11,1982,1982-11-27,"Nov 27, 1982",Sat,,Notre Dame,Notre Dame,Away,(17) USC, USC,Pac-10,L,13,17,6,4,1.0,L 3,
1,1983,1983-09-10,"Sep 10, 1983",Sat,,(5) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,W,52,6,1,0,0.0,W 1,
2,1983,1983-09-17,"Sep 17, 1983",Sat,,(4) Notre Dame, Notre Dame,Home,Michigan State,Michigan State,Big Ten,L,23,28,1,1,0.0,L 1,
3,1983,1983-09-24,"Sep 24, 1983",Sat,,(13) Notre Dame, Notre Dame,Away,Miami (FL),Miami FL,Ind,L,0,20,1,2,0.0,L 2,
4,1983,1983-10-01,"Oct 1, 1983",Sat,,Notre Dame,Notre Dame,Away,Colorado,Colorado,Big 8,W,27,3,2,2,0.0,W 1,
5,1983,1983-10-08,"Oct 8, 1983",Sat,,Notre Dame,Notre Dame,Away,South Carolina,South Carolina,Ind,W,30,6,3,2,0.0,W 2,
6,1983,1983-10-15,"Oct 15, 1983",Sat,,Notre Dame,Notre Dame,Away,Army,Army,Ind,W,42,0,4,2,0.0,W 3,"East Rutherford, NJ"
7,1983,1983-10-22,"Oct 22, 1983",Sat,,Notre Dame,Notre Dame,Home,USC,USC,Pac-10,W,27,6,5,2,0.0,W 4,
8,1983,1983-10-29,"Oct 29, 1983",Sat,,(19) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,28,12,6,2,0.0,W 5,
9,1983,1983-11-05,"Nov 5, 1983",Sat,,(18) Notre Dame, Notre Dame,Home,Pitt,Pitt,Ind,L,16,21,6,3,0.0,L 1,
10,1983,1983-11-12,"Nov 12, 1983",Sat,,Notre Dame,Notre Dame,Away,Penn State,Penn State,Ind,L,30,34,6,4,0.0,L 2,
11,1983,1983-11-19,"Nov 19, 1983",Sat,,Notre Dame,Notre Dame,Home,Air Force,Air Force,WAC,L,22,23,6,5,0.0,L 3,
